name,kind,gradient_noise,drift_per_step,amplitude,period,jump_interval,method,seed,dim,condition_number,tail_mse,tail_regret,tail_p90_error,phase_lag_steps,time_to_recovery
linear_slow,linear,0.02,0.002,0.0,0,0,AMSGrad,1002,20,5.0,0.00048800745442904685,0.000619157657616111,0.026598671012272836,,
linear_slow,linear,0.02,0.002,0.0,0,0,SGD,1003,20,5.0,0.00043146939551377356,0.0004271470215510706,0.023441442589163638,,
linear_slow,linear,0.02,0.002,0.0,0,0,HeavyBall,1003,20,5.0,0.0008935952038757516,0.0010739195617806342,0.0372615330471367,,
linear_slow,linear,0.02,0.002,0.0,0,0,Nesterov,1003,20,5.0,0.0005457883317270391,0.000604984502501412,0.028959432062931195,,
linear_slow,linear,0.02,0.002,0.0,0,0,Adam,1003,20,5.0,0.001212877668371994,0.0014683735836613179,0.042247259848252595,,
linear_slow,linear,0.02,0.002,0.0,0,0,AMSGrad,1003,20,5.0,0.0004577179109799552,0.000542169428619319,0.026340092843658167,,
linear_slow,linear,0.02,0.002,0.0,0,0,SGD,1004,20,5.0,0.0004058841533075171,0.0004337466483283838,0.023451237959717392,,
linear_slow,linear,0.02,0.002,0.0,0,0,HeavyBall,1004,20,5.0,0.0008788749335649613,0.001009579449079811,0.035492741678081675,,
linear_slow,linear,0.02,0.002,0.0,0,0,Nesterov,1004,20,5.0,0.0005648963198301798,0.000607338020221211,0.028853687225356677,,
linear_slow,linear,0.02,0.002,0.0,0,0,Adam,1004,20,5.0,0.0011552311249732744,0.0013644097446343152,0.040775898068729687,,
linear_slow,linear,0.02,0.002,0.0,0,0,AMSGrad,1004,20,5.0,0.0004452714453346406,0.0005405565851850191,0.026163328265842046,,
linear_slow,linear,0.02,0.002,0.0,0,0,SGD,1005,20,5.0,0.00036985137701622453,0.00041546599594901906,0.022129454690400587,,
linear_slow,linear,0.02,0.002,0.0,0,0,HeavyBall,1005,20,5.0,0.0008379287226741567,0.0010327073536846659,0.03510352247217365,,
linear_slow,linear,0.02,0.002,0.0,0,0,Nesterov,1005,20,5.0,0.000516212591483084,0.0005965586478980136,0.028097912427506862,,
