case_id,dim,condition_number,path_kind,observation_noise,drift_per_query,amplitude,period,protocol,method,family,seed,query_budget,total_target_displacement,final_mse,query_averaged_mse,tail_mse,queries_to_threshold,mean_gradient_cosine,updates,queries_per_update,learning_rate,smoothing,directions,maximum_gradient_norm,failed,first_order_mse,mse_ratio_to_first_order
stationary_d5,5,5.0,stationary,0.001,0.0,0.0,0,frozen,SPSA-m1,spsa,1023,10000,0.0,5.563201314687905e-07,0.002501670932439721,1.2294686608698711e-06,50.0,0.27577417592793124,5000.0,2.0,0.08000000000000002,0.3,1.0,10.644905513978356,0.0,0.002509887250700254,0.996726419380695
stationary_d5,5,5.0,stationary,0.001,0.0,0.0,0,frozen,SPSA-m1,spsa,1024,10000,0.0,9.698420631351183e-07,0.0027645734864533184,1.206253854297184e-06,100.0,0.2810677441367961,5000.0,2.0,0.08000000000000002,0.3,1.0,9.2346160450943,0.0,0.002509887250700254,1.1014731780011262
stationary_d5,5,5.0,stationary,0.001,0.0,0.0,0,frozen,SPSA-m1,spsa,1025,10000,0.0,1.3917680815553075e-06,0.002536329899712844,1.3923473175594236e-06,50.0,0.2776448364817009,5000.0,2.0,0.08000000000000002,0.3,1.0,11.618624572964636,0.0,0.002509887250700254,1.0105353931756147
stationary_d5,5,5.0,stationary,0.001,0.0,0.0,0,frozen,SPSA-m1,spsa,1026,10000,0.0,3.698663185149922e-06,0.0025210254819481048,1.4849507455117078e-06,50.0,0.2856121678943598,5000.0,2.0,0.08000000000000002,0.3,1.0,13.054727997065877,0.0,0.002509887250700254,1.0044377416733532
stationary_d5,5,5.0,stationary,0.001,0.0,0.0,0,frozen,SPSA-m1,spsa,1027,10000,0.0,4.428801938247704e-07,0.002507838364527714,1.3582002066421713e-06,50.0,0.2726486416508729,5000.0,2.0,0.08000000000000002,0.3,1.0,11.62688309580974,0.0,0.002509887250700254,0.9991836740188356
stationary_d5,5,5.0,stationary,0.001,0.0,0.0,0,frozen,SPSA-m1,spsa,1028,10000,0.0,6.059767046189402e-07,0.0025798282508847346,9.864443371646585e-07,100.0,0.28212970998210873,5000.0,2.0,0.08000000000000002,0.3,1.0,9.476020098225137,0.0,0.002509887250700254,1.0278661920629968
stationary_d5,5,5.0,stationary,0.001,0.0,0.0,0,frozen,SPSA-m1,spsa,1029,10000,0.0,7.919833803393454e-07,0.0025149711977674664,1.5343833976486107e-06,50.0,0.27900696364050337,5000.0,2.0,0.08000000000000002,0.3,1.0,10.650931905710236,0.0,0.002509887250700254,1.002025567907799
stationary_d5,5,5.0,stationary,0.001,0.0,0.0,0,frozen,SPSA-m1,spsa,1030,10000,0.0,2.7121330425488452e-06,0.002754084208782747,1.2997551102660825e-06,100.0,0.28304938591959233,5000.0,2.0,0.08000000000000002,0.3,1.0,8.478202740194691,0.0,0.002509887250700254,1.0972939951841911
stationary_d5,5,5.0,stationary,0.001,0.0,0.0,0,frozen,Gaussian-m1,gaussian,1001,10000,0.0,1.119404537363893e-05,0.002664692646112443,5.905244835846934e-06,100.0,0.28598205215147277,5000.0,2.0,0.08000000000000002,0.3,1.0,9.832728821210516,0.0,0.002509887250700254,1.0616782269279221
stationary_d5,5,5.0,stationary,0.001,0.0,0.0,0,frozen,Gaussian-m1,gaussian,1002,10000,0.0,3.386013667978451e-06,0.002521900503618057,6.891655093452098e-06,50.0,0.2771302538353035,5000.0,2.0,0.08000000000000002,0.3,1.0,8.397301622221073,0.0,0.002509887250700254,1.0047863715449574
stationary_d5,5,5.0,stationary,0.001,0.0,0.0,0,frozen,Gaussian-m1,gaussian,1003,10000,0.0,2.9780308300909975e-06,0.002506581719333171,5.654669464308539e-06,50.0,0.2763131489450284,5000.0,2.0,0.08000000000000002,0.3,1.0,10.542392892769588,0.0,0.002509887250700254,0.9986829960723691
stationary_d5,5,5.0,stationary,0.001,0.0,0.0,0,frozen,Gaussian-m1,gaussian,1004,10000,0.0,5.053913196042862e-06,0.0027432054222672904,6.83710641751456e-06,100.0,0.2855599975914789,5000.0,2.0,0.08000000000000002,0.3,1.0,13.690339862097925,0.0,0.002509887250700254,1.0929596225893976
stationary_d5,5,5.0,stationary,0.001,0.0,0.0,0,frozen,Gaussian-m1,gaussian,1005,10000,0.0,7.833973656336826e-06,0.0035422853575729327,7.013259134713332e-06,150.0,0.2711683918409789,5000.0,2.0,0.08000000000000002,0.3,1.0,8.911133269143914,0.0,0.002509887250700254,1.4113324638724873
stationary_d5,5,5.0,stationary,0.001,0.0,0.0,0,frozen,Gaussian-m1,gaussian,1006,10000,0.0,3.1667224852249904e-06,0.0025690461224200777,7.170200984842574e-06,100.0,0.2801355300650575,5000.0,2.0,0.08000000000000002,0.3,1.0,9.12513661596212,0.0,0.002509887250700254,1.0235703303817008
stationary_d5,5,5.0,stationary,0.001,0.0,0.0,0,frozen,Gaussian-m1,gaussian,1007,10000,0.0,6.37683878902321e-06,0.002508364508133074,7.102547132636554e-06,50.0,0.2806772593689302,5000.0,2.0,0.08000000000000002,0.3,1.0,9.124550843391356,0.0,0.002509887250700254,0.9993933024016297
