path_kind,dim,method,metric,queries,mean,std,ci_low,ci_high,runs
linear,10,CoordinateCentral,squared_error,5800.0,0.0006052660070686907,3.535589271415779e-05,0.0005926140633482432,0.0006179179507891382,30
linear,10,CoordinateCentral,squared_error,5850.0,0.0006558043599457687,3.401132976623237e-05,0.0006436335618969433,0.0006679751579945941,30
linear,10,CoordinateCentral,squared_error,5900.0,0.0006236847707023074,4.143064120197058e-05,0.0006088590061536023,0.0006385105352510126,30
linear,10,CoordinateCentral,squared_error,5950.0,0.0006618481009908277,4.4958398086514794e-05,0.000645759944853724,0.0006779362571279314,30
linear,10,CoordinateCentral,squared_error,6000.0,0.0006138141494157231,4.173664270142301e-05,0.0005988788836367493,0.0006287494151946969,30
linear,10,CoordinateCentral,squared_error,6050.0,0.000659694291042591,4.103873095988815e-05,0.0006450087697728883,0.0006743798123122937,30
linear,10,CoordinateCentral,squared_error,6100.0,0.0006126650965988472,4.7129307795139964e-05,0.000595800090399499,0.0006295301027981953,30
linear,10,CoordinateCentral,squared_error,6150.0,0.000661445393512053,4.849308207247282e-05,0.0006440923669551451,0.0006787984200689609,30
linear,10,CoordinateCentral,squared_error,6200.0,0.0006237131246309601,4.166629825758186e-05,0.0006088030312879284,0.0006386232179739918,30
linear,10,CoordinateCentral,squared_error,6250.0,0.0006631163919518779,3.738001339893339e-05,0.000649740125946763,0.0006764926579569928,30
linear,10,CoordinateCentral,squared_error,6300.0,0.0006210705646108108,3.470174259411368e-05,0.000608652705504502,0.0006334884237171196,30
linear,10,CoordinateCentral,squared_error,6350.0,0.0006611245395725963,3.925438997821104e-05,0.0006470775365227779,0.0006751715426224146,30
linear,10,CoordinateCentral,squared_error,6400.0,0.0006213900475754247,3.7226739957636606e-05,0.0006080686297668694,0.00063471146538398,30
linear,10,CoordinateCentral,squared_error,6450.0,0.0006644336180710328,4.8130372889616254e-05,0.0006472103853282845,0.0006816568508137811,30
linear,10,CoordinateCentral,squared_error,6500.0,0.0006211910413433138,4.9202302206974907e-05,0.0006035842236206821,0.0006387978590659454,30
linear,10,CoordinateCentral,squared_error,6550.0,0.0006670361326361268,5.184920026727158e-05,0.0006484821346071349,0.0006855901306651186,30
linear,10,CoordinateCentral,squared_error,6600.0,0.0006171548040351504,4.313619536029423e-05,0.0006017187147692122,0.0006325908933010885,30
linear,10,CoordinateCentral,squared_error,6650.0,0.0006675745011025525,4.8907133238540655e-05,0.0006500733082387483,0.0006850756939663567,30
linear,10,CoordinateCentral,squared_error,6700.0,0.0006193223654791392,4.6863224215917956e-05,0.0006025525760657585,0.0006360921548925199,30
linear,10,CoordinateCentral,squared_error,6750.0,0.00066553494558485,4.5786727373885785e-05,0.0006491503756190658,0.0006819195155506341,30
linear,10,CoordinateCentral,squared_error,6800.0,0.0006240282322451596,5.062132331482687e-05,0.0006059136243405683,0.0006421428401497509,30
linear,10,CoordinateCentral,squared_error,6850.0,0.000666369988543183,5.776098640532782e-05,0.0006457004850138574,0.0006870394920725085,30
linear,10,CoordinateCentral,squared_error,6900.0,0.0006205389220638948,4.8100935709225486e-05,0.000603326223280863,0.0006377516208469265,30
linear,10,CoordinateCentral,squared_error,6950.0,0.0006616442143735699,5.097837888065912e-05,0.0006434018357756883,0.0006798865929714514,30
linear,10,CoordinateCentral,squared_error,7000.0,0.0006098714375091089,5.142472690725981e-05,0.0005914693353212182,0.0006282735396969996,30
linear,10,CoordinateCentral,squared_error,7050.0,0.0006566153428597804,4.462135333160051e-05,0.0006406477966392449,0.000672582889080316,30
linear,10,CoordinateCentral,squared_error,7100.0,0.0006122654180143455,4.06766556500644e-05,0.0005977094637302509,0.0006268213722984402,30
linear,10,CoordinateCentral,squared_error,7150.0,0.0006535866751635045,4.566613219049365e-05,0.0006372452596298703,0.0006699280906971387,30
linear,10,CoordinateCentral,squared_error,7200.0,0.0006067295680156446,4.4242317498236165e-05,0.0005908976580261194,0.0006225614780051697,30
linear,10,CoordinateCentral,squared_error,7250.0,0.0006480424239944763,4.862178159407989e-05,0.0006306433429052338,0.0006654415050837188,30
linear,10,CoordinateCentral,squared_error,7300.0,0.0006007937478890703,4.636933888337669e-05,0.0005842006930721594,0.0006173868027059812,30
linear,10,CoordinateCentral,squared_error,7350.0,0.0006425292058539928,4.9867093851737405e-05,0.0006246844954965079,0.0006603739162114777,30
linear,10,CoordinateCentral,squared_error,7400.0,0.0006038978933114915,4.808171249395332e-05,0.0005866920734676996,0.0006211037131552833,30
linear,10,CoordinateCentral,squared_error,7450.0,0.0006414268956550101,4.504560399633349e-05,0.0006253075332838554,0.0006575462580261647,30
linear,10,CoordinateCentral,squared_error,7500.0,0.0005929399444613485,4.0557889727935416e-05,0.0005784264900166677,0.0006074533989060294,30
