method,episode,return,q_softmax_entropy
No pretraining,85,-46.21399992337287,0.8813221430513174
No pretraining,86,-33.69482500860714,0.6724039971558005
No pretraining,87,-35.696853132836175,0.551606819917154
No pretraining,88,-39.1534179996614,0.6477771760493264
No pretraining,89,-36.49125755253009,0.6589547132523567
No pretraining,90,-25.827740983166947,0.4343262090938874
No pretraining,91,-40.77190539131911,0.5614888444685597
No pretraining,92,-38.166058972926336,0.5337436332802356
No pretraining,93,-44.27677936499405,0.6350072586451729
No pretraining,94,-44.83425639527286,0.982026661957435
No pretraining,95,-53.10054535501894,0.7115549659524909
No pretraining,96,-43.338827770220995,0.7486657974862442
No pretraining,97,-34.09429657124748,0.708173660909316
No pretraining,98,-50.14423097966394,0.8181176404799286
No pretraining,99,-41.30021839397555,0.8736396793154665
No pretraining,100,-37.68032340335621,0.7578387273142371
No pretraining,101,-48.096237688358485,0.9045917814051082
No pretraining,102,-33.2684705678248,0.6064237778610878
No pretraining,103,-28.8991191946781,0.4642599230965821
No pretraining,104,-71.48775927410315,1.0462276052111217
No pretraining,105,-46.2138510395973,1.0078066440617444
No pretraining,106,-28.416695745831923,0.5411631921440138
No pretraining,107,-36.63957420088443,0.7267250484215964
No pretraining,108,-42.36686373809306,0.6197917786091642
No pretraining,109,-32.57984187862439,0.5355320425440356
No pretraining,110,-35.337009750806324,0.3939922386917683
No pretraining,111,-35.44066483537787,0.5405708117845871
No pretraining,112,-35.52347660739421,0.6214828248898964
No pretraining,113,-40.45693107971384,0.5063667516963907
No pretraining,114,-32.78421691550031,0.5867619163851525
No pretraining,115,-47.12086611361741,0.705875548819187
No pretraining,116,-38.94038129108033,0.6191546906461188
No pretraining,117,-45.41191983636418,0.726017665534672
No pretraining,118,-43.37007424825319,0.8765469505272726
No pretraining,119,-35.97690824763133,0.7860094419577541
No pretraining,120,-40.803875630085386,0.5407732217944127
No pretraining,121,-42.50516270443575,0.8169820620637984
No pretraining,122,-60.1964832253756,1.1463619516463028
No pretraining,123,-39.24978214285541,0.7997448363966059
No pretraining,124,-56.83315064171115,0.8699915424890018
No pretraining,125,-31.17707285899071,0.7006113537020169
No pretraining,126,-40.45578194269454,0.7664087426136499
No pretraining,127,-41.19286154427483,0.7785577632915159
No pretraining,128,-33.73059487928355,0.5805727206166862
No pretraining,129,-52.54963881822103,0.7390503371799465
No pretraining,130,-43.89497791126472,0.9087269481377723
No pretraining,131,-40.296932465700976,0.7782445303964561
No pretraining,132,-30.81733393901075,0.5025898502063331
No pretraining,133,-37.46253178700257,0.5281165575943644
No pretraining,134,-26.408411400722784,0.4424145788342679
No pretraining,135,-29.82370617061534,0.45786539116421315
No pretraining,136,-56.18334353040077,0.7713431095823905
No pretraining,137,-41.16872144939547,0.8850668181268462
No pretraining,138,-34.1594296213005,0.5351450503285105
No pretraining,139,-53.28459538302032,1.0540581214961995
No pretraining,140,-57.01969000274693,1.2213505901703945
No pretraining,141,-45.843479224532615,0.757920552831325
No pretraining,142,-36.56688152918759,0.4606921835189335
No pretraining,143,-58.51594141095323,0.8693336669487469
No pretraining,144,-47.49198930057871,0.6934079609027156
No pretraining,145,-44.77723248250636,0.861939410996187
No pretraining,146,-28.05693768798053,0.40894315186159036
No pretraining,147,-21.922903691786395,0.2878832096244404
No pretraining,148,-37.65817046056299,0.3399156445800523
No pretraining,149,-51.458577500726975,0.5114362477002818
No pretraining,150,-37.27029460466551,0.512494757007632
No pretraining,151,-43.7775107083369,0.5269900353930175
No pretraining,152,-50.53850636087965,0.5876637579368047
No pretraining,153,-31.024066422339565,0.3844157627379931
No pretraining,154,-50.36899645742908,0.6844408595706583
No pretraining,155,-37.256006671886986,0.5092846665877487
No pretraining,156,-35.98574231819261,0.46283724916731633
No pretraining,157,-23.83461366147102,0.3419964269265534
No pretraining,158,-26.459628494050094,0.3220191233770196
No pretraining,159,-28.398321721343642,0.3020462044121489
No pretraining,160,-41.353797801006955,0.494757504721204
No pretraining,161,-26.939125187265653,0.3583420150960639
No pretraining,162,-45.25306451695876,0.44354547786493675
No pretraining,163,-48.29845698119005,0.6815428540031622
No pretraining,164,-40.36294709852597,0.6316467246749315
No pretraining,165,-41.87677198197413,0.8267133941870736
No pretraining,166,-30.813110602522446,0.5184369013826244
No pretraining,167,-37.501067459471955,0.518476479087047
No pretraining,168,-53.76824090420891,0.6429516342805435
No pretraining,169,-31.809828896724014,0.438798503481047
No pretraining,170,-23.54592248582866,0.33936894712266563
No pretraining,171,-47.264980417396444,0.45321640298251564
No pretraining,172,-32.31845050572694,0.42533076012974097
No pretraining,173,-41.453915857599846,0.6182731125321378
No pretraining,174,-52.77245419426639,0.8768837447855444
No pretraining,175,-29.8963937093892,0.49897680167033076
No pretraining,176,-33.315412181063934,0.5160112314218891
No pretraining,177,-43.85175372077511,0.65996259805237
No pretraining,178,-43.07279098013973,0.7364703142165973
No pretraining,179,-41.42217024434812,0.6346613734255436
No pretraining,180,-32.14796453776618,0.3623947464098156
No pretraining,181,-31.64170064439037,0.42262613888787814
No pretraining,182,-32.28913405280965,0.2772655265199288
No pretraining,183,-37.93953388892463,0.5206290312422837
No pretraining,184,-37.96815342687421,0.6052431711673634
No pretraining,185,-28.096234531428426,0.4897820320454364
No pretraining,186,-43.85622671942224,0.5135943792866562
No pretraining,187,-49.57520083061327,0.9773521179824718
No pretraining,188,-43.400527882201345,0.8335123046144192
No pretraining,189,-26.277049176029077,0.482353142302193
No pretraining,190,-39.95030010765235,0.4844717613733648
No pretraining,191,-41.29399135482332,0.6718939959851293
No pretraining,192,-35.54972395090078,0.45810251900707744
No pretraining,193,-36.13472210567014,0.6480439016883391
No pretraining,194,-43.071971609319775,0.6092933537917431
No pretraining,195,-40.33416168078308,0.5913583354501353
No pretraining,196,-38.49919395667874,0.6469865451366864
No pretraining,197,-31.295359850335487,0.4219291088412631
No pretraining,198,-28.225261037370224,0.39814322315362827
No pretraining,199,-31.571996153769113,0.5564415434960841
No pretraining,200,-34.87856501422254,0.5706963822335938
